text	sentiment	processed_text
Cloud #Developer Bootcamp Sep 11. @IBMWatson, IoT &amp; mobile workshops. Don't miss the chance to work with IBM experts. http://t.co/b7Y9U3X4J9	Positive	cloud developer bootcamp sep iot mobile workshops do not miss the chance to work with ibm experts
TONITE IT GOES DOWN!!! STREET FM on 90.1FM in NY Broadcasting worldwide at www.wusb.fm OR watch inside the studio at www.justin.tv/streetfm	Positive	tonite it goes down street fm on fm in ny broadcasting worldwide at or watch inside the studio at
What up CM Punk keep up the great work i love watching u every monday night i hope can kick rock ass at the royal rumble	Positive	what up cm punk keep up the great work i love watching u every monday night i hope can kick rock ass at the royal rumble
Just finished a great photo/video shoot for a Nuit Blanche fashion exhibit. It'll be on display at the Pantages hotel on October 1st.	Positive	just finished a great photovideo shoot for a nuit blanche fashion exhibit itll be on display at the pantages hotel on october
"“@msgoddessrises: There's some Cakebread in the fridge. #GOPDebates  https://t.co/zbMtZSX9vX” Break it open! Red or White?
Love their chard!"	Positive	there is some cakebread in the fridge gopdebates break it open red or white love their chard
#nowplaying Elvis Presley. Love me tender - just as good as @cerysmatthews version at Solus, Cardiff in November '08	Positive	nowplaying elvis presley love me tender just as good as version at solus cardiff in november
@BBUKLive wake them up with the legendary Bob Marley the sun is shining	Positive	wake them up with the legendary bob marley the sun is shining
Dr. Mohamed Morsi announced as Egypt\u2019s 1st elected President after the glorious 25th of Jan Revolution. Congratulations to #Egypt!	Positive	dr mohamed morsi announced as egyptu s elected president after the glorious of jan revolution congratulations to egypt
PUMPED to open the season tomorrow night against Georgetown!  Women\u2019s Preview: http://t.co/1k3PAK3C | Men\u2019s Preview: http://t.co/n5oFat9V	Positive	pumped to open the season tomorrow night against georgetown womenu s preview menu s preview
Last chance to see Silent House with drinks and a tour of the London Tombs tomorrow night! Enter now: http://t.co/CWBpI19w	Positive	last chance to see silent house with drinks and a tour of the london tombs tomorrow night enter now
I get to Procter the PSAT with my homie @KimaniAH tomorrow!!! It only took them three years to partner us up lol	Positive	i get to procter the psat with my homie tomorrow it only took them three years to partner us up laugh out loud
Fun night tonight at Vampire Diaries. Great Teen Choice Award winners!	Positive	fun night tonight at vampire diaries great teen choice award winners
RT @419in703: .@realDonaldTrump said it best last night: It's time to #GetMoneyOut #GOPDebate #GOPTBT #KochVsPope http://t.co/xNo4YcFzIV	Positive	said it best last night it is time to getmoneyout gopdebate goptbt kochvspope
.@realDonaldTrump just gave a master class on how to get away with sexism http://t.co/36sdQbY52A via @voxdotcom #GOPDebate	Positive	just gave a master class on how to get away with sexism via gopdebate
Well\u002c I haven\u2019t done any homework in the past hour\u002c BUT\u002c I do know the lyrics to #forevermore \u002c WYA and Nandito Ako by heart now. :)	Positive	well i havenu t done any homework in the past hour but i do know the lyrics to forevermore wya and nandito ako by heart now
Good Afternoon Clemson FAM!....Let's finish out finals STRONG! We are taking care of business in the classroom...GO TIGERS :)	Positive	good afternoon clemson famlet us finish out finals strong we are taking care of business in the classroomgo tigers
Celebrity Juice is the highlight of my Thursday night.. Keith Lemmon is hilarious hahaha	Positive	celebrity juice is the highlight of my thursday night keith lemmon is hilarious hahaha
Stomach sounds like a Jurassic Park movie &amp; I realize I've had about 800 calories today. Keep this up and I may actually lose weight!	Positive	stomach sounds like a jurassic park movie i realize ive had about calories today keep this up and i may actually lose weight
Black Lion is where it's at tonight! 236 Auburn ave! Shout out to @LACEHGE !	Positive	black lion is where it is at tonight auburn ave shout out to
Happiness cause Amazon just notified me that my Bluray version of Gotham will be here tomorrow!	Positive	happiness cause amazon just notified me that my bluray version of gotham will be here tomorrow
"RT @PatriotTrumpet: I heard that @SenTedCruz was a great debater, it's a shame he wasn't allowed to do so.
#GOPDebate"	Positive	i heard that was a great debater it is a shame he was not allowed to do so gopdebate
#OilersMobile: July 20: Sam Gagner | http://t.co/MisqEmgQ   @gagns89 nice to have you there for at least another year!	Positive	oilersmobile july sam gagner nice to have you there for at least another year
@JoshuaPlethora BR\u2019s amazing food\u002c music & culture scene may be encased in strip malls like a baby embedded in a king cake\u002c but it\u2019s there.	Positive	bru s amazing food music culture scene may be encased in strip malls like a baby embedded in a king cake but itu s there
"@Sathnam I've read them all. I say ""read"", I mean ""watched the BBC version"". I say ""watched"", I mean ""sat in same room as wife watching"""	Positive	ive read them all i say read i mean watched the bbc version i say watched i mean sat in same room as wife watching
Free PSN game on PSN Game is ZEN PINBALL 2. Free Game on Playstation Network. As of Oct 1 2012. Get it now while its free. USA PSN	Positive	free psn game on psn game is zen pinball free game on playstation network as of oct get it now while its free usa psn
@MaverickManiacs I know\u002c it went from way too far off to here. I\u2019ll see IUPUI at Maryland on Jan 1\u002c just excited to go back to Baltimore lol	Positive	i know it went from way too far off to here iull see iupui at maryland on jan just excited to go back to baltimore laugh out loud
RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…	Positive	i think cruz and trump need to band together and expose this set up job and get rid of bush and rubio 🇺 🇸 gopdebate g …
Fucking stoked to hang out with my girl Thalia tomorrow night. Haven\u2019t seen her in ages.	Positive	fucking stoked to hang out with my girl thalia tomorrow night havenu t seen her in ages
Let's get thru this Epic Tuesday with T.N.T. (AC/DC) by Carles Badal #np on #SoundCloud https://t.co/R96hlA1NaP #tuesday #aftertheholiday	Positive	let us get thru this epic tuesday with tnt acdc by carles badal no problem on soundcloud tuesday aftertheholiday
Lol my physics professor's 1st job out of college was working on the dinosaurs in Jurassic Park nbd	Positive	laugh out loud my physics professor is job out of college was working on the dinosaurs in jurassic park nbd
Gambled on Chocolate Day as a successful theme day at work..turns out chdn DO like chocolate. Wed. is Gross Day. Hope kids like gross stuff.	Positive	gambled on chocolate day as a successful theme day at workturns out chdn do like chocolate wed is gross day hope kids like gross stuff
"Harris English may be playing some incredible golf at the moment\u002c but the AP still labels his photos as \""""Zach Johnson.\"""""	Positive	harris english may be playing some incredible golf at the moment but the ap still labels his photos as zach johnson
@AcousticCrowds DM me your number and I\u2019ll send you a pic of the dress I\u2019m wearing Wednesday. It\u2019s perfect for being the Black Dahlia.<3	Positive	direct message me your number and iull send you a picture of the dress ium wearing wednesday itu s perfect for being the black dahlia
RT @joshrobin: Good point by @bobhardt on @SenSchumer #irandeal rejection -- hiding it while political world watches #gopdebate http://t.co…	Positive	good point by on irandeal rejection hiding it while political world watches gopdebate
At 4th-and-3 at the 30-yardline\u002c Nick Diaz comes in to attempt a field goal. The kick is good\u002c and USU leads 41-7. 12:13 left in the game.	Positive	at and at the yardline nick diaz comes in to attempt a field goal the kick is good and usu leads left in the game
Sarah G. Day on its 4th day! Wow! Eksaherada sa pag-trending!!! @vicegandako #GGV #vicepogi	Positive	sarah g day on its day wow eksaherada sa pagtrending ggv vicepogi
"I loved it in the #GOPdebate when #ScottWalker asked rhetorically, ""How is Hillary Clinton going to lecture me?"""	Positive	i loved it in the gopdebate when scottwalker asked rhetorically how is hillary clinton going to lecture me
Well we are VERY BUSY!!! I\u2019m just too excited for tomorrow! CEBU HERE WE GO!	Positive	well we are very busy ium just too excited for tomorrow cebu here we go
"tomorrow im going to see "" Magic Mike XXL "" with my sis"	Positive	tomorrow instant message going to see magic mike xxl with my sis
Mum couldn\u2019t help but laugh at the fact she\u2019s sat on this boat watching Dt Seuss\u2019s The Lorax with her 18 year old daughter :) #hellyeah	Positive	mum couldnu t help but laugh at the fact sheu s sat on this boat watching dt seussu s the lorax with her year old daughter hellyeah
RT @PaperCutPrint: #GOPDebate  looked like fun. Though I think I missed the swimsuit and talent contest rounds. #EveryoneLovesAPrincess htt…	Positive	gopdebate looked like fun though i think i missed the swimsuit and talent contest rounds everyonelovesaprincess htt …
@justinbieber please please follow me' thank u for come to mexico the 30 september I LOVE U SO MUCH :$ #nsn :BBB	Positive	please please follow me thank u for come to mexico the september i love u so much nsn big brother
